# ----------------------------------------
# PHCompany.com (Reporting)
# Demand Report
# 20161126-20161126
# ----------------------------------------

Hour of Day,Device Category,Event Label,Check In Date,Check Out Date,Number of Adults,Number of Children,Number of Rooms,Hits
2016112617,desktop,De Vere Cranage Estate,01/12/2016,02/12/2016,4,0,2,2
2016112617,desktop,De Vere Horsley Estate,19/02/2017,20/02/2017,4,0,2,2
2016112617,desktop,De Vere Orchard Hotel,25/02/2017,26/02/2017,4,0,1,1
2016112617,desktop,The Derbyshire,11/03/2017,12/03/2017,4,0,2,2
2016112617,desktop,The Derbyshire,11/03/2017,13/03/2017,4,0,2,2
2016112617,desktop,The Principal Edinburgh George...,11/02/2017,14/02/2017,4,0,2,2
2016112617,desktop,The St David's Hotel,21/12/2016,23/12/2016,4,1,2,2
2016112617,desktop,Wychwood Park,04/12/2016,05/12/2016,4,0,2,2
2016112617,mobile,De Vere Cranage Estate,31/12/2016,01/01/2017,4,0,2,1
2016112617,mobile,Sedgebrook Hall,30/12/2016,31/12/2016,4,0,2,2
2016112617,mobile,Sunningdale Park,16/12/2016,17/12/2016,4,0,2,2
2016112617,mobile,The St David's Hotel,27/11/2016,28/11/2016,4,0,2,2
2016112617,tablet,De Vere Cotswold Water Park,14/01/2017,15/01/2017,4,0,2,1
2016112617,tablet,De Vere Theobalds Estate,03/12/2016,04/12/2016,4,0,2,1
2016112617,tablet,De Vere Tortworth Estate,10/12/2016,11/12/2016,4,0,2,2
2016112617,tablet,The Met Hotel,21/12/2016,22/12/2016,4,0,2,2
2016112617,tablet,The Principal Manchester,01/12/2016,02/12/2016,4,0,2,1
2016112617,tablet,The Principal Manchester,23/11/2017,24/11/2017,4,0,2,1
2016112617,tablet,The Principal Manchester,27/11/2016,28/11/2016,4,0,2,2
2016112618,desktop,De Vere Cotswold Water Park,14/07/2017,16/07/2017,4,0,2,2
2016112618,desktop,De Vere Horsley Estate,24/12/2016,26/12/2016,4,0,2,2
2016112618,desktop,De Vere Oxford Thames,23/03/2017,25/03/2017,4,0,2,2
2016112618,desktop,De Vere Tortworth Estate,14/04/2017,16/04/2017,4,0,2,1
2016112618,desktop,Grand Central Hotel,10/02/2017,13/02/2017,4,0,2,2
2016112618,desktop,Oxford Spires Hotel,06/12/2016,07/12/2016,4,0,2,2
2016112618,desktop,The Principal York,02/12/2016,04/12/2016,4,0,2,2
2016112618,desktop,The Roxburghe Hotel,01/12/2016,02/12/2016,4,0,2,2
2016112618,mobile,De Vere Wokefield Estate,26/11/2016,27/11/2016,4,4,2,2
2016112618,mobile,Hunton Park,17/12/2016,18/12/2016,4,2,3,3
2016112618,mobile,Oxford Witney Hotel,20/01/2017,22/01/2017,4,0,2,1
2016112618,mobile,Sunningdale Park,20/01/2017,22/01/2017,4,0,2,1
2016112618,mobile,The St David's Hotel,27/01/2017,28/01/2017,4,0,2,1
2016112618,tablet,De Vere Tortworth Estate,09/03/2017,11/03/2017,4,0,2,2
2016112618,tablet,Nottinghamshire,28/01/2017,29/01/2017,4,0,2,2
2016112618,tablet,Oxford Spires Hotel,04/05/2017,06/05/2017,4,0,2,1
2016112618,tablet,Oxfordshire,30/12/2016,02/01/2017,4,0,2,2
2016112618,tablet,The Principal Manchester,30/12/2016,01/01/2017,4,0,2,1
2016112618,tablet,The Roxburghe Hotel,16/02/2017,17/02/2017,4,0,2,2
2016112618,tablet,The St David's Hotel,15/12/2016,16/12/2016,4,0,2,2
2016112619,desktop,De Vere Orchard Hotel,21/02/2017,22/02/2017,4,0,2,1
2016112619,desktop,The Principal Manchester,02/01/2017,06/01/2017,4,0,2,1
2016112619,desktop,The Principal York,11/02/2017,12/02/2017,4,0,2,2
2016112619,desktop,The Principal York,25/03/2017,27/03/2017,4,2,2,2
2016112619,desktop,The Roxburghe Hotel,31/12/2016,01/01/2017,4,0,2,2
2016112619,mobile,Blythswood Square Hotel,10/02/2017,11/02/2017,4,0,1,1
2016112619,mobile,Blythswood Square Hotel,26/11/2016,27/11/2016,4,0,2,2
2016112619,mobile,De Vere Latimer Estate,26/11/2016,27/11/2016,4,0,2,2
2016112619,mobile,Grand Central Hotel,03/12/2016,04/12/2016,4,0,2,2
2016112619,mobile,Ponsbourne Park,26/11/2016,27/11/2016,4,0,2,2
2016112619,mobile,The Principal Edinburgh George...,18/02/2017,19/02/2017,4,0,2,2
2016112619,mobile,The Principal Manchester,26/11/2016,27/11/2016,4,0,2,2
2016112619,mobile,The Principal York,31/12/2016,02/01/2017,4,0,2,2
2016112619,tablet,De Vere Tortworth Estate,03/12/2016,04/12/2016,4,0,2,2
2016112619,tablet,De Vere Tortworth Estate,10/12/2016,11/12/2016,4,2,2,2
2016112619,tablet,Oxford Witney Hotel,04/12/2016,05/12/2016,4,0,2,2
2016112619,tablet,The Principal Edinburgh George...,10/01/2017,11/01/2017,4,0,2,2
2016112619,tablet,The Principal Edinburgh George...,28/11/2016,29/11/2016,4,0,2,2
2016112619,tablet,The St David's Hotel,07/01/2017,08/01/2017,4,0,2,2
2016112620,desktop,De Vere Cotswold Water Park,27/12/2016,29/12/2016,4,2,1,1
2016112620,desktop,De Vere Tortworth Estate,28/01/2017,29/01/2017,4,0,2,2
2016112620,desktop,Northamptonshire,27/11/2016,28/11/2016,4,0,2,2
2016112620,desktop,Oxford Spires Hotel,06/12/2016,07/12/2016,4,0,2,2
2016112620,desktop,The Principal Edinburgh George...,10/12/2016,12/12/2016,4,0,2,2
2016112620,desktop,The Roxburghe Hotel,04/02/2017,05/02/2017,4,0,2,1
2016112620,mobile,De Vere Latimer Estate,23/12/2016,26/12/2016,4,1,2,1
2016112620,mobile,De Vere Wokefield Estate,29/01/2017,31/01/2017,4,0,2,2
2016112620,mobile,Grand Central Hotel,09/12/2016,10/12/2016,4,0,2,2
2016112620,mobile,Grand Central Hotel,28/12/2016,29/12/2016,4,0,2,2
2016112620,mobile,The Derbyshire,09/12/2016,10/12/2016,4,0,2,2
2016112620,mobile,The Principal Edinburgh George...,02/12/2016,04/12/2016,4,0,2,1
2016112620,mobile,The Principal Edinburgh George...,10/02/2017,11/02/2017,4,0,2,2
2016112620,mobile,The Principal Manchester,10/12/2016,11/12/2016,4,0,2,2
2016112620,mobile,The Roxburghe Hotel,04/12/2016,07/12/2016,4,0,2,2
2016112620,mobile,The Roxburghe Hotel,27/12/2016,29/12/2016,4,0,2,2
2016112620,mobile,The St David's Hotel,01/12/2016,02/12/2016,4,0,2,2
2016112620,mobile,The St David's Hotel,21/01/2017,22/01/2017,4,2,2,2
2016112620,tablet,De Vere Cotswold Water Park,14/04/2017,17/04/2017,4,1,2,1
2016112620,tablet,De Vere Theobalds Estate,03/12/2016,04/12/2016,4,0,2,2
2016112620,tablet,De Vere Theobalds Estate,04/12/2016,05/12/2016,4,0,2,2
2016112620,tablet,The Principal Edinburgh George...,02/01/2017,04/01/2017,4,0,2,1
2016112621,desktop,Cheadle House,28/11/2016,29/11/2016,4,0,2,2
2016112621,desktop,De Vere Beaumont Estate,11/12/2016,12/12/2016,4,0,2,2
2016112621,desktop,De Vere Beaumont Estate,12/12/2016,16/12/2016,4,0,3,3
2016112621,desktop,De Vere Latimer Estate,19/01/2017,20/01/2017,4,0,2,2
2016112621,desktop,De Vere Tortworth Estate,02/06/2017,04/06/2017,4,0,2,2
2016112621,desktop,Grand Central Hotel,01/12/2016,02/12/2016,4,0,2,2
2016112621,desktop,The St David's Hotel,05/01/2017,06/01/2017,4,0,2,2
2016112621,mobile,Berkshire,02/12/2016,04/12/2016,4,2,2,2
2016112621,mobile,De Vere Horsley Estate,01/07/2017,02/07/2017,4,1,1,1
2016112621,mobile,De Vere Wokefield Estate,30/03/2017,31/03/2017,4,0,2,2
2016112621,mobile,Hartsfield Manor,05/12/2016,06/12/2016,4,0,2,2
2016112621,mobile,Hunton Park,10/12/2016,11/12/2016,4,0,2,2
2016112621,mobile,Surrey,02/12/2016,04/12/2016,4,2,2,2
2016112621,mobile,The Derbyshire,19/02/2017,21/02/2017,4,0,2,2
2016112621,mobile,The St David's Hotel,03/12/2016,04/12/2016,4,0,2,1
2016112621,mobile,The St David's Hotel,08/12/2016,09/12/2016,4,0,2,2
2016112621,mobile,The St David's Hotel,10/03/2017,12/03/2017,4,0,3,3
2016112621,tablet,Buckinghamshire,31/12/2016,02/01/2017,4,4,2,2
2016112621,tablet,De Vere Cotswold Water Park,14/04/2017,16/04/2017,4,1,1,1
2016112621,tablet,The Bonham Hotel,20/02/2017,22/02/2017,4,0,2,1
2016112621,tablet,The Roxburghe Hotel,15/12/2016,16/12/2016,4,0,1,1
2016112621,tablet,The Roxburghe Hotel,18/12/2016,20/12/2016,4,0,1,1
2016112621,tablet,The Roxburghe Hotel,19/12/2016,20/12/2016,4,0,1,1
2016112621,tablet,Wychwood Park,02/12/2016,03/12/2016,4,0,2,2
2016112622,desktop,De Vere Horsley Estate,26/11/2016,27/11/2016,4,0,2,2
2016112622,mobile,Blythswood Square Hotel,20/12/2016,21/12/2016,4,0,2,2
2016112622,mobile,Blythswood Square Hotel,23/12/2016,24/12/2016,4,1,2,2
2016112622,mobile,De Vere Cotswold Water Park,27/12/2016,29/12/2016,4,2,2,2
2016112622,mobile,De Vere Horwood Estate,26/11/2016,27/11/2016,4,0,2,2
2016112622,mobile,De Vere Orchard Hotel,03/02/2017,05/02/2017,4,0,2,2
2016112622,mobile,De Vere Oxford Thames,03/12/2016,04/12/2016,4,0,2,2
2016112622,mobile,De Vere Tortworth Estate,14/01/2017,15/01/2017,4,0,2,2
2016112622,mobile,Sunningdale Park,26/11/2016,27/11/2016,4,0,2,2
2016112622,tablet,The Derbyshire,01/12/2016,02/12/2016,4,0,2,2
2016112623,desktop,De Vere Latimer Estate,17/12/2016,18/12/2016,4,0,2,2
2016112623,desktop,Oxford Witney Hotel,02/12/2016,04/12/2016,4,0,2,2
2016112623,desktop,The Principal Edinburgh George...,24/12/2016,26/12/2016,4,0,2,2
2016112623,mobile,De Vere Devonport House,27/11/2016,29/11/2016,4,0,2,2
2016112623,mobile,De Vere Tortworth Estate,01/01/2017,03/01/2017,4,0,2,2
2016112623,mobile,Ettington Chase,02/12/2016,04/12/2016,4,2,2,2
2016112623,mobile,Gorse Hill,25/12/2016,26/12/2016,4,2,2,2
2016112623,mobile,Surrey,02/12/2016,04/12/2016,4,2,2,2
2016112623,mobile,The St David's Hotel,03/12/2016,04/12/2016,4,0,2,2
2016112623,mobile,Wychwood Park,26/12/2016,27/12/2016,4,0,2,2
2016112623,tablet,De Vere Theobalds Estate,11/12/2016,12/12/2016,4,0,2,2
2016112623,tablet,Oxford Spires Hotel,30/12/2016,31/12/2016,4,0,2,1
2016112600,desktop,De Vere Cotswold Water Park,28/12/2016,30/12/2016,3,0,1,1
2016112600,desktop,De Vere Wotton House,03/02/2017,05/02/2017,3,0,3,3
2016112600,mobile,New Place,28/01/2017,29/01/2017,3,4,2,2
2016112600,mobile,Oxford Spires Hotel,17/12/2016,18/12/2016,3,0,1,1
2016112602,desktop,Oxford Spires Hotel,12/12/2016,18/12/2016,3,0,1,1
2016112602,mobile,The St David's Hotel,10/12/2016,11/12/2016,3,0,2,2
2016112602,tablet,Oxford Spires Hotel,07/12/2016,12/12/2016,3,0,2,2
2016112603,mobile,Ettington Chase,14/03/2017,16/03/2017,3,0,2,1
2016112607,desktop,New Place,27/11/2016,28/11/2016,3,0,2,1
2016112607,mobile,The Principal Edinburgh George...,23/12/2016,26/12/2016,3,1,1,1
2016112607,tablet,De Vere Beaumont Estate,02/12/2016,04/12/2016,3,0,2,2
2016112608,mobile,The Roxburghe Hotel,02/01/2017,04/01/2017,3,2,2,2
2016112608,tablet,The Principal Manchester,27/05/2017,28/05/2017,3,0,1,1
2016112608,tablet,The St David's Hotel,26/11/2016,27/11/2016,3,0,2,2
2016112609,mobile,The St David's Hotel,27/12/2016,28/12/2016,3,0,1,1
2016112609,tablet,De Vere Cotswold Water Park,27/12/2016,29/12/2016,3,0,1,1
2016112609,tablet,De Vere Selsdon Estate,29/12/2016,30/12/2016,3,1,2,1
2016112610,desktop,De Vere Alexandra House,26/11/2016,27/11/2016,3,0,2,2
2016112610,desktop,Hartsfield Manor,25/12/2016,26/12/2016,3,0,2,1
2016112610,desktop,The Principal Edinburgh George...,27/12/2016,03/01/2017,3,0,1,1
2016112610,mobile,New Place,17/03/2017,19/03/2017,3,0,2,2
2016112611,desktop,De Vere Devonport House,02/01/2017,04/01/2017,3,1,2,1
2016112611,mobile,Choose a destination,30/12/2016,31/12/2016,3,1,1,1
2016112611,mobile,De Vere Cotswold Water Park,10/03/2017,13/03/2017,3,1,1,1
2016112611,mobile,De Vere Cotswold Water Park,10/03/2017,17/03/2017,3,1,1,1
2016112611,mobile,The St David's Hotel,07/01/2017,08/01/2017,3,0,1,1
2016112611,mobile,The St David's Hotel,30/12/2016,31/12/2016,3,1,1,1
2016112611,tablet,The Principal Edinburgh George...,09/01/2017,10/01/2017,3,0,2,1
2016112612,desktop,De Vere Cotswold Water Park,16/06/2017,18/06/2017,3,0,2,2
2016112612,desktop,De Vere Cranage Estate,06/10/2017,07/10/2017,3,0,2,2
2016112612,desktop,De Vere Horsley Estate,26/12/2016,28/12/2016,3,2,2,1
2016112612,desktop,De Vere Selsdon Estate,27/11/2016,28/11/2016,3,0,2,2
2016112612,desktop,Milton Hill,02/01/2017,03/01/2017,3,0,2,2
2016112612,desktop,The St David's Hotel,11/07/2017,12/07/2017,3,0,1,1
2016112612,mobile,Eastwood Hall,02/12/2016,03/12/2016,3,1,2,2
2016112612,mobile,Hunton Park,31/12/2016,02/01/2017,3,0,2,2
2016112612,tablet,De Vere Tortworth Estate,02/12/2016,05/12/2016,3,0,2,2
2016112613,mobile,De Vere Cranage Estate,18/12/2016,19/12/2016,3,0,1,1
2016112613,mobile,De Vere Selsdon Estate,26/11/2016,27/11/2016,3,0,2,2
2016112613,mobile,The St David's Hotel,10/12/2016,11/12/2016,3,0,2,2
2016112613,mobile,The St David's Hotel,22/12/2016,23/12/2016,3,0,2,1
2016112613,tablet,De Vere Theobalds Estate,23/12/2016,26/12/2016,3,3,2,1
2016112613,tablet,De Vere Wokefield Estate,23/12/2016,26/12/2016,3,3,2,1
2016112613,tablet,Eastwood Hall,27/12/2016,30/12/2016,3,0,2,2
2016112614,desktop,De Vere Selsdon Estate,28/12/2016,29/12/2016,3,2,2,1
2016112614,mobile,De Vere Latimer Estate,26/11/2016,27/11/2016,3,0,2,2
2016112614,mobile,The Principal Edinburgh George...,25/02/2017,26/02/2017,3,0,1,1
2016112614,tablet,De Vere Latimer Estate,23/12/2016,26/12/2016,3,3,2,1
2016112614,tablet,The Principal Edinburgh George...,01/12/2016,02/12/2016,3,0,2,2
2016112615,desktop,The Principal Manchester,04/01/2017,08/01/2017,3,0,1,1
2016112615,desktop,The Roxburghe Hotel,07/12/2016,09/12/2016,3,0,1,1
2016112615,desktop,The St David's Hotel,29/12/2016,30/12/2016,3,2,2,2
2016112615,desktop,The St David's Hotel,31/03/2017,01/04/2017,3,0,2,2
2016112615,tablet,The Principal Edinburgh George...,06/07/2017,08/07/2017,3,0,1,1
2016112616,desktop,De Vere Cranage Estate,04/08/2017,06/08/2017,3,0,2,2
2016112616,desktop,De Vere Orchard Hotel,29/11/2016,30/11/2016,3,0,3,3
2016112616,desktop,The Roxburghe Hotel,16/12/2016,18/12/2016,3,0,1,1
2016112616,mobile,De Vere Latimer Estate,07/10/2017,08/10/2017,3,0,2,2
2016112616,tablet,De Vere Wotton House,23/06/2017,25/06/2017,3,1,1,1
2016112616,tablet,The Principal York,24/03/2017,25/03/2017,3,0,2,2
2016112617,desktop,De Vere Orchard Hotel,25/03/2017,26/03/2017,3,0,1,1
2016112617,desktop,The Principal York,03/12/2016,04/12/2016,3,0,2,2
2016112617,mobile,Milton Hill,09/12/2016,10/12/2016,3,0,2,2
2016112617,mobile,Sunningdale Park,17/12/2016,18/12/2016,3,0,1,1
2016112617,mobile,The Principal Manchester,26/11/2016,27/11/2016,3,0,2,2
2016112617,tablet,Hunton Park,03/12/2016,04/12/2016,3,0,2,1
2016112617,tablet,Oxford Spires Hotel,31/12/2016,02/01/2017,3,0,2,2
2016112617,tablet,The Principal Edinburgh George...,07/01/2017,08/01/2017,3,0,2,2
2016112618,desktop,De Vere Theobalds Estate,26/05/2017,27/05/2017,3,3,2,2
2016112618,desktop,Hunton Park,12/02/2017,14/02/2017,3,0,2,2
2016112618,desktop,Oxford Spires Hotel,30/12/2016,02/01/2017,3,0,1,1
2016112618,desktop,Sedgebrook Hall,30/11/2016,02/12/2016,3,0,2,2
2016112618,desktop,The St David's Hotel,24/12/2016,27/12/2016,3,0,2,2
2016112618,mobile,De Vere Oxford Thames,26/11/2016,27/11/2016,3,0,2,2
2016112618,mobile,De Vere Wokefield Estate,03/12/2016,04/12/2016,3,0,3,3
2016112618,mobile,The Derbyshire,26/11/2016,27/11/2016,3,0,1,1
2016112618,mobile,The St David's Hotel,26/11/2016,27/11/2016,3,2,2,2
2016112618,tablet,Blythswood Square Hotel,07/01/2017,08/01/2017,3,0,1,1
2016112618,tablet,Blythswood Square Hotel,30/12/2016,31/12/2016,3,0,1,1
2016112618,tablet,De Vere Oxford Thames,09/12/2016,11/12/2016,3,0,2,1
2016112618,tablet,De Vere Oxford Thames,10/12/2016,11/12/2016,3,0,2,1
2016112618,tablet,De Vere Tortworth Estate,05/05/2017,08/05/2017,3,0,1,1
2016112618,tablet,Oxford Spires Hotel,09/12/2016,11/12/2016,3,0,2,1
2016112619,desktop,De Vere Beaumont Estate,10/12/2016,11/12/2016,3,0,2,2
2016112619,desktop,De Vere Theobalds Estate,02/12/2016,03/12/2016,3,0,2,2
2016112619,desktop,Grand Central Hotel,18/12/2016,20/12/2016,3,0,2,1
2016112619,desktop,The St David's Hotel,24/03/2017,28/03/2017,3,1,2,1
2016112619,mobile,De Vere Theobalds Estate,10/12/2016,11/12/2016,3,4,2,1
2016112619,mobile,The Principal Edinburgh George...,14/12/2016,15/12/2016,3,0,2,2
2016112620,desktop,The Principal York,27/01/2017,29/01/2017,3,0,2,2
2016112620,desktop,The St David's Hotel,24/03/2017,28/03/2017,3,1,2,1
2016112620,desktop,The St Johns Hotel,14/01/2017,15/01/2017,3,0,1,1
2016112620,mobile,De Vere Devonport House,20/12/2016,21/12/2016,3,0,2,2
2016112620,mobile,De Vere Oxford Thames,27/11/2016,28/11/2016,3,0,2,2
2016112620,mobile,Grand Central Hotel,06/12/2016,08/12/2016,3,0,1,1
2016112620,mobile,The St David's Hotel,21/12/2016,22/12/2016,3,0,1,1
2016112621,desktop,De Vere Theobalds Estate,29/12/2016,30/12/2016,3,1,2,1
2016112621,desktop,London,27/12/2016,28/12/2016,3,1,2,1
2016112621,desktop,Milton Hill,01/02/2017,08/02/2017,3,1,1,1
2016112621,mobile,De Vere Beaumont Estate,02/01/2017,03/01/2017,3,0,2,2
2016112621,mobile,De Vere Devonport House,28/12/2016,30/12/2016,3,0,2,2
2016112621,mobile,De Vere Theobalds Estate,28/11/2016,01/12/2016,3,0,2,2
2016112621,mobile,Gorse Hill,27/12/2016,29/12/2016,3,2,2,1
2016112621,mobile,Milton Hill,26/11/2016,27/11/2016,3,0,2,2
2016112621,mobile,The Principal Manchester,03/12/2016,04/12/2016,3,0,2,2
2016112621,tablet,De Vere Cotswold Water Park,03/03/2017,05/03/2017,3,0,1,1
2016112621,tablet,De Vere Orchard Hotel,04/03/2017,05/03/2017,3,0,2,2
2016112621,tablet,Gorse Hill,31/12/2016,01/01/2017,3,0,2,2
2016112621,tablet,Oxford Witney Hotel,30/12/2016,31/12/2016,3,0,2,1
2016112621,tablet,The Principal Manchester,20/01/2017,22/01/2017,3,0,1,1
2016112622,desktop,De Vere Cranage Estate,04/08/2017,06/08/2017,3,0,2,2
2016112622,desktop,De Vere Orchard Hotel,06/01/2017,08/01/2017,3,0,1,1
2016112622,desktop,The Principal Manchester,10/12/2016,11/12/2016,3,0,1,1
2016112622,mobile,Blythswood Square Hotel,21/12/2016,22/12/2016,3,0,2,2
2016112622,mobile,De Vere Orchard Hotel,02/12/2016,04/12/2016,3,0,1,1
2016112622,mobile,De Vere Selsdon Estate,12/12/2016,14/12/2016,3,0,2,2
2016112622,mobile,De Vere Wokefield Estate,16/12/2016,17/12/2016,3,0,2,2
2016112622,mobile,Ettington Chase,02/12/2016,04/12/2016,3,0,1,1
2016112622,tablet,De Vere Wotton House,29/11/2016,30/11/2016,3,0,2,2
2016112622,tablet,The Principal Manchester,02/12/2016,03/12/2016,3,0,2,2
2016112623,desktop,The Principal Edinburgh George...,27/01/2017,31/01/2017,3,0,2,2
2016112623,mobile,De Vere Cotswold Water Park,01/12/2016,02/12/2016,3,0,2,1
2016112623,mobile,De Vere Cotswold Water Park,28/01/2017,29/01/2017,3,0,1,1
2016112623,mobile,The Principal Edinburgh George...,29/01/2017,03/02/2017,3,0,3,1
2016112623,mobile,The Roxburghe Hotel,29/01/2017,03/02/2017,3,0,3,1
2016112623,mobile,The St David's Hotel,21/01/2017,22/01/2017,3,0,1,1
2016112623,tablet,De Vere Orchard Hotel,30/12/2016,01/01/2017,3,0,2,1
2016112600,desktop,Blythswood Square Hotel,26/11/2016,27/11/2016,2,0,1,1
2016112600,desktop,Blythswood Square Hotel,28/11/2016,29/11/2016,2,0,1,1
2016112600,desktop,Choose a destination,26/11/2016,29/12/2016,2,0,1,1
2016112600,desktop,De Vere Alexandra House,03/12/2016,04/12/2016,2,2,1,1
2016112600,desktop,De Vere Devonport House,11/01/2017,13/01/2017,2,0,1,1
2016112600,desktop,De Vere Devonport House,25/01/2017,27/01/2017,2,0,1,1
2016112600,desktop,De Vere Tortworth Estate,26/11/2016,27/11/2016,2,0,1,1
2016112600,desktop,De Vere Tortworth Estate,28/12/2016,30/12/2016,2,0,1,1
2016112600,desktop,De Vere Wotton House,02/12/2016,03/12/2016,2,0,1,1
2016112600,desktop,Grand Central Hotel,17/05/2017,19/05/2017,2,0,1,1
2016112600,desktop,Hartsfield Manor,10/12/2016,11/12/2016,2,0,1,1
2016112600,desktop,Milton Hill,04/12/2016,05/12/2016,2,0,1,1
2016112600,desktop,The Bonham Hotel,04/02/2017,05/02/2017,2,0,1,1
2016112600,desktop,The Bonham Hotel,04/02/2017,06/02/2017,2,0,1,1
2016112600,desktop,The Bonham Hotel,05/02/2017,06/02/2017,2,0,1,1
2016112600,desktop,The Bonham Hotel,29/07/2017,01/08/2017,2,0,1,1
2016112600,desktop,The Derbyshire,02/12/2016,04/12/2016,2,0,1,1
2016112600,desktop,The Principal Manchester,10/12/2016,11/12/2016,2,0,1,1
2016112600,desktop,The St David's Hotel,24/12/2016,26/12/2016,2,0,1,1
2016112600,mobile,Blythswood Square Hotel,03/01/2017,05/01/2017,2,0,1,1
2016112600,mobile,Blythswood Square Hotel,14/02/2017,15/02/2017,2,0,1,1
2016112600,mobile,Blythswood Square Hotel,26/01/2017,27/01/2017,2,0,1,1
2016112600,mobile,De Vere Cotswold Water Park,13/05/2017,14/05/2017,2,1,1,1
2016112600,mobile,De Vere Cotswold Water Park,18/12/2016,19/12/2016,2,0,1,1
2016112600,mobile,De Vere Cotswold Water Park,27/12/2016,03/01/2017,2,1,1,1
2016112600,mobile,De Vere Orchard Hotel,14/01/2017,15/01/2017,2,0,1,1
2016112600,mobile,De Vere Oxford Thames,28/01/2017,29/01/2017,2,0,1,1
2016112600,mobile,De Vere Theobalds Estate,01/01/2017,03/01/2017,2,0,1,1
2016112600,mobile,De Vere Theobalds Estate,27/11/2016,28/11/2016,2,0,1,1
2016112600,mobile,De Vere Tortworth Estate,03/04/2017,07/04/2017,2,0,1,1
2016112600,mobile,De Vere Tortworth Estate,03/12/2016,04/12/2016,2,0,1,1
2016112600,mobile,De Vere Tortworth Estate,18/12/2016,19/12/2016,2,0,1,1
2016112600,mobile,De Vere Wokefield Estate,26/11/2016,27/11/2016,2,0,1,1
2016112600,mobile,De Vere Wotton House,26/11/2016,27/11/2016,2,0,1,1
2016112600,mobile,Eastwood Hall,10/12/2016,11/12/2016,2,0,1,1
2016112600,mobile,Ettington Chase,14/01/2017,15/01/2017,2,0,1,1
2016112600,mobile,Grand Central Hotel,14/02/2017,15/02/2017,2,0,1,1
2016112600,mobile,Grand Central Hotel,31/12/2016,01/01/2017,2,0,1,1
2016112600,mobile,New Place,04/02/2017,05/02/2017,2,2,1,1
2016112600,mobile,The Derbyshire,09/12/2016,10/12/2016,2,0,1,1
2016112600,mobile,The Principal Manchester,26/11/2016,27/11/2016,2,0,1,1
2016112600,mobile,The Principal York,23/01/2017,24/01/2017,2,0,1,1
2016112600,mobile,The Principal York,26/11/2016,27/11/2016,2,0,1,1
2016112600,mobile,The Principal York,28/12/2016,29/12/2016,2,0,1,1
2016112600,mobile,The Principal York,28/12/2016,30/12/2016,2,0,1,1
2016112600,mobile,The St David's Hotel,03/12/2016,04/12/2016,2,0,1,1
2016112600,mobile,The St David's Hotel,17/02/2017,19/02/2017,2,0,1,1
2016112600,mobile,The St David's Hotel,26/11/2016,27/11/2016,2,0,1,1
2016112600,mobile,The St Johns Hotel,27/11/2016,28/11/2016,2,0,1,1
2016112600,tablet,Blythswood Square Hotel,28/01/2017,31/01/2017,2,1,1,1
2016112600,tablet,De Vere Cranage Estate,20/12/2016,23/12/2016,2,2,1,1
2016112600,tablet,De Vere Devonport House,25/01/2017,28/01/2017,2,0,1,1
2016112600,tablet,De Vere Theobalds Estate,02/12/2016,03/12/2016,2,0,1,1
2016112600,tablet,De Vere Theobalds Estate,06/12/2016,07/12/2016,2,0,1,1
2016112600,tablet,De Vere Tortworth Estate,25/02/2017,26/02/2017,2,0,1,1
2016112600,tablet,Gorse Hill,06/12/2016,07/12/2016,2,0,1,1
